source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2015.pdf,"374.  Serrels, A., Lund, T., Serrels, B., Byron, A., McPherson, R.C., von Kriegsheim, A., Gomez -Cuadrado, L., Canel, 
M., Muir, M., Ring, J.E., et al.",2015,"Nuclear FAK controls chemokine transcription, Treg s, and evasion of 
anti-tumor immunity","Cell 163, 160 -173",29208683,"DOI:
    
  

      10.1126/scisignal.aan8355"
Edinburgh Infectious Diseases publications 2015.pdf,"375.  Shah, A., Connelly, M., Whitaker, P., McIntyre, C., Etherington, C., Denton, M., Hale, A., Harvala, H., 
Simmonds, P., and Peckham, D.G.",2015,"Pathogenicity of individual rhinovirus species du ring exacerbations 
of cystic fibrosis","Eur Respir J 45, 1748 -1751",25241695,
Edinburgh Infectious Diseases publications 2015.pdf,"376.  Shah, A.S., Lee, K.K., McAllister, D.A., Hunter, A., Nair, H., Whiteley, W., Langrish, J.P., Newby, D.E., and Mills, 
N.L.",2015,Short term exposure to air pollution and stroke: syste matic review and meta -analysis,"BMJ 350, 
h1295",25810496,"DOI:
    
  

      10.1136/bmj.h1295"
Edinburgh Infectious Diseases publications 2015.pdf,"377.  Shameer, S., Logan -Klumpler, F.J., Vinson, F., Cottret, L., Merlet, B., Achcar, F., Boshart, M., Berriman, M., 
Breitling, R., Bringaud, F., et al.",2015,"TrypanoCyc: a community -led biochemical pathways  database for 
Trypanosoma brucei","Nucleic Acids Res 43, D637 -644",20444866,"DOI:
    
  

      10.1093/nar/gkq312"
Edinburgh Infectious Diseases publications 2015.pdf,"378.  Shave, S., Blackburn, E.A., Adie, J., Houston, D.R., Auer, M., Webster, S.P., Taylor, P., and Walkinshaw, M.D.",2015,"UFSRAT: Ultra -Fast Shape Recognition with Atom Types -The Discover y of Novel Bioactive Small 
Molecular Scaffolds for FKBP12 and 11betaHSD1","PloS one 10, e0116570",,
Edinburgh Infectious Diseases publications 2015.pdf,"379.  Shepherd, S.J., McAllister, G., Kean, J., Wallace, L.A., Templeton, K.E., Goldberg, D.J., Gunson, R.N., and 
Aitken, C.",2015,Development of an avidity a ssay for detection of recent HIV infections,"J Virol Methods 217, 
42-49",25721468,"DOI:
    
  

      10.1016/j.jviromet.2015.02.016"
Edinburgh Infectious Diseases publications 2015.pdf,"380.  Shi, T., Balsells, E., Wastnedge, E., Singleton, R., Rasmussen, Z.A., Zar, H.J., Rath, B.A., Madhi, S.A., Campbell, 
S., Vaccari, L.C., et al.",2015,"Risk factors for respiratory syncytial virus associated with acute lower 
respiratory infection in children  under five years: Systematic review and meta -analysis","J Glob Health 5, 
020416",26682048,"DOI:
    
  

      10.7189/jogh.05.020416"
Edinburgh Infectious Diseases publications 2015.pdf,"381.  Shi, T., McLean, K., Campbell, H., and Nair, H.",2015,"Aetiological role of common respiratory viruses in acute 
lower respiratory infections in children under five years : A systematic review and meta -analysis","J Glob Health 
5, 010408",30849176,"DOI:
    
  

      10.1093/infdis/jiy662"
Edinburgh Infectious Diseases publications 2015.pdf,"382.  Shirali, M., Pong -Wong, R., Navarro, P., Knott, S., Hayward, C., Vitart, V., Rudan, I., Campbell, H., Hastie, N.D., 
Wright, A.F., et al.",2015,"Regional heritability mapping method hel ps explain missing heritability of blood 
lipid traits in isolated populations",Heredity (Edinb),23063622,"DOI:
    
  

      10.1016/j.ajhg.2012.08.032"
Edinburgh Infectious Diseases publications 2015.pdf,"2015). New genetic loci link adipose and insulin biology to body fat 
distribution. Nature 518, 187 -196.  
384.  Sidhu, M.K., Mandal, P., and Hill, A.T.",2015,Developing drug therapies in bronchiectasis,"Expert opinion on 
investigational drugs 24, 169 -181",25307313,"DOI:
    
  

      10.1517/13543784.2015.971153"
Edinburgh Infectious Diseases publications 2015.pdf,"385.  Simmonds, P.",2015,"Methods for virus classification and the challenge of incorporating metagenomic 
sequence data","J Gen Virol 96, 1193 -1206",26068186,"DOI:
    
  

      10.1099/jgv.0.000016"
Edinburgh Infectious Diseases publications 2015.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
386.  Simmonds, P., Tulloch, F., Evans, D.J., and Ryan, M.D.",2015,"Attenuation of dengue (and other RNA vir uses) 
with codon pair recoding can be explained by increased CpG/UpA dinucleotide frequencies","Proc Natl Acad 
Sci U S A 112, E3633 -3634",26071446,"DOI:
    
  

      10.1073/pnas.1507710112"
Edinburgh Infectious Diseases publications 2015.pdf,"387.  Smith, D.B., Ijaz, S., Tedder, R., Hogema, B., Zaaijer, H., Izopet, J., Bradley -Stewart, A., Gunson, R., Harvala, H., 
Kokki, I., et al.",2015,Variability and pathogenicity of Hepatitis E virus genotype 3 variants,"J Gen Virol 96, 
3255 -3264",26282123,"DOI:
    
  

      10.1099/jgv.0.000264"
Edinburgh Infectious Diseases publications 2015.pdf,"388.  Smith, D.B., Paddy, J.O., and Simmonds, P.",2015,"The use of human sewage screening for community 
surveillance of hepatit is E virus in the UK",Journal of medical virology,25213209,"DOI:
    
  

      10.1016/j.jcv.2014.08.016"
Edinburgh Infectious Diseases publications 2015.pdf,"389.  Smith, D.B., and Simmonds, P.",2015,"Hepatitis E virus and fulminant hepatitis --a virus or host -specific 
pathology? Liver international : official journal of the International Association for the Stu dy of the Liver 35, 
1334 -1340",390,37376687,"DOI:
    
  

      10.3390/v15061389"
Edinburgh Infectious Diseases publications 2015.pdf,"Smith, D.B., Simmonds, P., Jameel, S., Emerson, S.U., Harrison, T.J., Meng, X.J., Okamoto, H., Van der Poel, 
W.H., and Purdy, M.A.",2015,Consensus proposals for classification of the family Hepeviridae,"J Gen Virol 96, 
1191 -1192",26015322,"DOI:
    
  

      10.1099/vir.0.000115"
Edinburgh Infectious Diseases publications 2015.pdf,"391.  Smith, J., Banks, H., Campbell, H., Douglas, A., Fletcher, E., McCallum, A., Moger, T.A., Peltola, M., Svereus, S., 
Wild, S., et al.",2015,"Parameter Heterogeneity In Breast Cancer Cost Regressions - Evidence From Five 
European Countries","Health economics 24 Suppl 2 , 23-37",29020283,"DOI:
    
  

      10.1093/eurpub/ckx127"
Edinburgh Infectious Diseases publications 2015.pdf,"392.  Smith, J., Sadeyen, J.R., Butter, C., Kaiser, P., and Burt, D.W.",2015,"Analysis of the early immune response to 
infection by Infectious Bursal Disease Virus (IBDV) in chickens differing in their resistance to the  disease","Journal of virology 89, 2469 -2482",12713160,"DOI:
    
  

      10.1637/0005-2086(2003)047[0066:CIOMIA]2.0.CO;2"
Edinburgh Infectious Diseases publications 2015.pdf,"393.  Smith, J., Sadeyen, J.R., Butter, C., Kaiser, P., and Burt, D.W.",2015,"Analysis of the early immune response to 
infection by infectious bursal disease virus in chickens differing in their resistance to th e disease","J Virol 89, 
2469 -2482",12713160,"DOI:
    
  

      10.1637/0005-2086(2003)047[0066:CIOMIA]2.0.CO;2"
Edinburgh Infectious Diseases publications 2015.pdf,"394.  Smith, J., Sadeyen, J.R., Cavanagh, D., Kaiser, P., and Burt, D.W.",2015,"The early immune response to 
infection of chickens with Infectious Bronchitis Virus (IBV) in susceptible and resistant birds","BMC Vet Res 11, 
256",26452558,"DOI:
    
  

      10.1186/s12917-015-0575-6"
Edinburgh Infectious Diseases publications 2015.pdf,"395.  Smith, J., Smith, N., Yu, L., Paton, I.R., Gutowska, M.W., Forrest, H.L., Danner, A.F., Seiler, J.P., Digard, P., 
Webster, R.G., et al.",2015,"A comparative analysis of host responses to avian influenza infection in ducks 
and chickens highlights  a role for the interferon -induced transmembrane proteins in viral resistance","BMC 
Genomics 16, 574",19575275,"DOI:
    
  

      10.1007/s00705-009-0437-2"
Edinburgh Infectious Diseases publications 2015.pdf,"396.  Smith, J.O., Tayton, E.R., Khan, F., Aarvold, A., Cook, R.B., Goodship, A., Bradley, M., and Oreffo, R.O.",2015,"Large animal in vivo evaluation of a  binary blend polymer scaffold for skeletal tissue -engineering strategies; 
translational issues",J Tissue Eng Regen Med,25044983,"DOI:
    
  

      10.1002/jbm.a.35279"
Edinburgh Infectious Diseases publications 2015.pdf,"397.  Smith, K.A., Filbey, K.J., Reynolds, L.A., Hewitson, J.P., Harcus, Y., Boon, L., Sparwasser, T., Hammerling, G., 
and Maizels, R.M.",2015,"Low -level regulatory T -cell activity is essential for functional type -2 effector 
immunity to expel gastrointestinal helminths",Mucosal immunology,24185641,"DOI:
    
  

      10.1002/eji.201343746"
Edinburgh Infectious Diseases publications 2015.pdf,"398.  Spence, P.J., Brugat, T., and Langhorne, J.",2015,Mosquitoes Reset Malaria Parasites,"PLoS Pa thog 11, 
e1004987",26133171,"DOI:
    
  

      10.1371/journal.ppat.1004987"
Edinburgh Infectious Diseases publications 2015.pdf,"399.  Spiliopoulou, A., Nagy, R., Bermingham, M.L., Huffman, J.E., Hayward, C., Vitart, V., Rudan, I., Campbell, H., 
Wright, A.F., Wilson, J.F., et al.",2015,"Genomic prediction of complex human traits: relatedness, trait 
architecture, a nd predictive meta -models",Hum Mol Genet,24272946,"DOI:
    
  

      10.1002/gepi.21777"
Edinburgh Infectious Diseases publications 2015.pdf,"400.  Sridhar, D., McKee, M., Ooms, G., Beiersmann, C., Friedman, E., Gouda, H., Hill, P., and Jahn, A.",2015,Universal Health Coverage and the Right to Health: From Legal Principle to Post -2015 Indicators,"Intern ational journal of health services : planning, administration, evaluation 45, 495 -506",24315063,"DOI:
    
  

      10.1016/S0968-8080(13)42739-8"
Edinburgh Infectious Diseases publications 2015.pdf,"401.  Stack, G., Jones, E., Marsden, M., Stacey, M.A., Snelgrove, R.J., Lacaze, P., Jacques, L.C., Cuff, S.M., Stanton, 
R.J., Gallimore, A.M., et al.",2015,"CD200 Recept or Restriction of Myeloid Cell Responses Antagonizes 
Antiviral Immunity and Facilitates Cytomegalovirus Persistence within Mucosal Tissue","PLoS pathogens 11, 
e1004641",27926930,"DOI:
    
  

      10.1371/journal.ppat.1006050"
Edinburgh Infectious Diseases publications 2015.pdf,"402.  Stacy, A., McNally, L., Darch, S.E., Brown, S.P., and Whiteley, M.",2015,"The biog eography of polymicrobial 
infection",Nature reviews,26952107,"DOI:
    
  

      10.1186/s12985-016-0493-7"
Edinburgh Infectious Diseases publications 2015.pdf,"Microbiology.  
403.  Stevenson, L., Huda, P., Jeppesen, A., Laursen, E., Rowe, J.A., Craig, A., Streicher, W., Barfod, L., and Hviid, L.",2015,"Investigating the function of Fc -specific binding of IgM to Plasmodium falciparum erythrocyte 
membrane protein 1 mediating erythrocyte rosetting","Cell Microbiol 17, 819 -831",26216422,"DOI:
    
  

      10.1128/IAI.00337-15"
Edinburgh Infectious Diseases publications 2015.pdf,"404.  Stevenson, L., Laursen, E., Cowan, G.J., Bandoh, B., Barfod, L., Cavanagh, D.R., Andersen, G.R., and Hviid, L.",2015,"alpha2 -Macroglobul in Can Crosslink Multiple Plasmodium falciparum Erythrocyte Membrane Protein 
1 (PfEMP1) Molecules and May Facilitate Adhesion of Parasitized Erythrocytes","PLoS Pathog 11, e1005022",33032607,"DOI:
    
  

      10.1186/s12936-020-03438-8"
Edinburgh Infectious Diseases publications 2015.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
405.  Strachan, N.J., Rotariu, O., Lopes, B., MacRae, M., Fairley, S., Laing , C., Gannon, V., Allison, L.J., Hanson, M.F., 
Dallman, T., et al.",2015,"Whole Genome Sequencing demonstrates that Geographic Variation of Escherichia 
coli O157 Genotypes Dominates Host Association","Sci Rep 5, 14145",23770913,"DOI:
    
  

      10.1128/AEM.01525-13"
Edinburgh Infectious Diseases publications 2015.pdf,"406.  Striebinger, H., Zhang, J., Ott,  M., Funk, C., Radtke, K., Duron, J., Ruzsics, Z., Haas, J., Lippe, R., and Bailer, S.M.",2015,"Subcellular trafficking and functional importance of Herpes simplex virus type 1 Glycoprotein M 
domains",J Gen Virol,26999189,"DOI:
    
  

      10.3390/v8030083"
Edinburgh Infectious Diseases publications 2015.pdf,"407.  Stutchfield, B.M., Antoine, D.J., Mackinnon, A.C., Gow, D.J., Bain, C.C., Hawley, C.A., Hughes, M., Francis, B., 
Wojtacha, D., Man, T.Y., et al.",2015,"CSF1 Restores Innate Immunity Following Liver Injury in Mice and 
Serum Levels Indicate Outcomes of Pati ents With Acute Liver Failure","Gastroenterology 149, 1896 -1909 
e1814",,
Edinburgh Infectious Diseases publications 2015.pdf,"408.  Susi, H., Barres, B., Vale, P.F., and Laine, A.L.",2015,"Co -infection alters population dynamics of infectious 
disease","Nat Commun 6, 5975",25569306,"DOI:
    
  

      10.1038/ncomms6975"
Edinburgh Infectious Diseases publications 2015.pdf,"409.  Susi, H., Vale, P.F., and Laine, A.L.",2015,"Host Genotype and Coinfection Modify the Relationship of within 
and between Host Transmission","The American naturalist 186, 252 -263",26655153,"DOI:
    
  

      10.1086/682069"
Edinburgh Infectious Diseases publications 2015.pdf,"410.  Sutton, K.M., Hu, T., Wu, Z., Siklodi, B., Vervelde, L., and Kaiser, P.",2015,"The functions of the avian receptor 
activator of NF -kappaB ligand (RANKL) and its receptors, RANK and osteoprotegerin, are evolutionarily 
conserved","Dev Comp Immunol 51, 170 -184",25572286,"DOI:
    
  

      10.3892/mmr.2015.3152"
Edinburgh Infectious Diseases publications 2015.pdf,"411.  Szitenberg, A., John, M., Blaxter, M.L., and Lunt, D.H.",2015,"ReproPhylo: An Environment for Reproducible 
Phylogenomics","PLoS computational biology 11, e1004447",29048555,"DOI:
    
  

      10.1093/gigascience/gix099"
Edinburgh Infectious Diseases publications 2015.pdf,"412.  Tahoun, A., Jensen, K., Corripio -Miyar, Y., McAteer, S.P., Corbishley, A., Mahajan, A., Brown, H., Frew, D., 
Aumeunier, A., Smith, D., et al.",2015,"F unctional analysis of bovine TLR5 and association with IgA responses 
of cattle following systemic immunisation with H7 flagella","Vet Res 46, 9",19925908,"DOI:
    
  

      10.1016/j.vaccine.2009.10.148"
Edinburgh Infectious Diseases publications 2015.pdf,"413.  Talarczyk, P., Kanodia, A.K., Ironside, J., and Mowle, D.",2015,"Cerebral amyloid angiopathy -related infar cts 
imitating high -grade differentiation of a benign meningioma",BMJ case reports 2015,20671387,"DOI:
    
  

      10.2176/nmc.50.585"
Edinburgh Infectious Diseases publications 2015.pdf,"414.  Tassi, R., McNeilly, T.N., Sipka, A., and Zadoks, R.N.",2015,"Correlation of hypothetical virulence traits of two 
Streptococcus uberis strains with the clinical m anifestation of bovine mastitis","Vet Res 46, 123",26216456,"DOI:
    
  

      10.1016/j.vetmic.2015.07.005"
Edinburgh Infectious Diseases publications 2015.pdf,"415.  Thachil, A., Gerber, P.F., Xiao, C.T., Huang, Y.W., and Opriessnig, T.",2015,"Development and application of an 
ELISA for the detection of porcine deltacoronavirus IgG antibodies","PLoS One 10, e012436 3",25881086,"DOI:
    
  

      10.1371/journal.pone.0124363"
Edinburgh Infectious Diseases publications 2015.pdf,"416.  Thomas, L.F., Harrison, L.J., Toye, P., de Glanville, W.A., Cook, E.A., Wamae, C.N., and Fevre, E.M.",2015,Prevalence of Taenia solium cysticercosis in pigs entering the food chain in western Kenya,"Tropical animal 
health and production",26342625,"DOI:
    
  

      10.1016/j.vetpar.2015.08.027"
Edinburgh Infectious Diseases publications 2015.pdf,"417.  Tian, D., Ni, Y.Y., Zhou, L., Opriessnig, T., Cao, D., Pineyro, P., Yugo, D.M., Overend, C., Cao, Q., Lynn Heffron, 
C., et al.",2015,"Chimeric porcine reproductive and respiratory syndrome virus containing shuffled multiple 
envelope genes confers cross -prote ction in pigs","Virology 485, 402 -413",28343773,"DOI:
    
  

      10.1016/j.vaccine.2017.03.046"
Edinburgh Infectious Diseases publications 2015.pdf,"418.  Timofeeva, M.N., Kinnersley, B., Farrington, S.M., Whiffin, N., Palles, C., Svinti, V., Lloyd, A., Gorman, M., Ooi, 
L.Y., Hosking, F., et al.",2015,"Recurrent Coding Sequence Variation Explains Only A Small Fract ion of the 
Genetic Architecture of Colorectal Cancer","Sci Rep 5, 16286",24753543,"DOI:
    
  

      10.1093/carcin/bgu088"
Edinburgh Infectious Diseases publications 2015.pdf,"419.  Tong, S., Skubisz, M.M., and Horne, A.W.",2015,"Molecular diagnostics and therapeutics for ectopic 
pregnancy","Molecular human reproduction 21, 126 -135",25232044,"DOI:
    
  

      10.1093/molehr/gau084"
Edinburgh Infectious Diseases publications 2015.pdf,"420.  Toppinen, M., Perdomo , M.F., Palo, J.U., Simmonds, P., Lycett, S.J., Soderlund -Venermo, M., Sajantila, A., and 
Hedman, K.",2015,Bones hold the key to DNA virus history and epidemiology,"Sci Rep 5, 17226",21108352,"DOI:
    
  

      10.1002/jmv.21947"
Edinburgh Infectious Diseases publications 2015.pdf,"421.  Trainor -Moss, S., and Mutapi, F.",2015,"Schistosomiasis therapeut ics: whats in the pipeline? Expert review of 
clinical pharmacology, 1 -4",422,,
Edinburgh Infectious Diseases publications 2015.pdf,"Travassos, M.A., Coulibaly, D., Bailey, J.A., Niangaly, A., Adams, M., Nyunt, M.M., Ouattara, A., Lyke, K.E., 
Laurens, M.B., Pablo, J., et al.",2015,"Differential recognition of  terminal extracellular Plasmodium falciparum 
VAR2CSA domains by sera from multigravid, malaria -exposed Malian women","Am J Trop Med Hyg 92, 1190 -
1194",23429057,"DOI:
    
  

      10.1016/j.jmb.2013.02.014"
